EmpID,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,Performance Score,Current Employee Rating
3598,28-Sep-18,05-Aug-23,Production Technician II,Alex Moore,SVG,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Production       ,Project Management - Eng,Supervisor,Needs Improvement,1
3599,12-Apr-20,,Production Technician II,Dana Smith,TNS,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,Technician,Fully Meets,2
3600,01-Nov-22,,Production Technician II,Bobby Serrano,WBL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Technician,Fully Meets,2
3601,21-Nov-22,,Production Technician II,Robert Riley,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,Billing,Fully Meets,5
3602,11-Apr-21,24-May-23,Production Technician II,Crystal Mcneil,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Engineers,Engineer,Fully Meets,5
3603,29-Nov-18,21-Feb-19,Production Technician II,Christine Costa,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Technician,Fully Meets,2
3604,16-Jan-19,31-Aug-22,Production Technician II,Mark Hale,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Foreman,Needs Improvement,4
3605,18-Sep-19,,Production Technician I,Destiny Johnson,CCDR,Active,Contract,Zone C,Temporary,Production       ,Engineers,Technician,Fully Meets,4
3606,01-Aug-19,20-Jan-23,Production Technician I,Eric Gonzales,SVG,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Production       ,Billable Consultants,Engineer,Fully Meets,3
3607,18-Jun-19,14-Apr-21,Production Technician I,Christopher Murray,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,Coordinator,Fully Meets,5
3608,13-Feb-19,,Production Technician I,Ashley Williamson,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Technician,Fully Meets,3
3609,02-Jun-21,,Production Technician I,Frederick Harrison,TNS,Active,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),Welder,Fully Meets,3
3610,11-Oct-18,,Production Technician I,Brian Arnold,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
3611,09-Mar-21,,Production Technician I,Lori Reed,WBL,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,Technician,Fully Meets,2
3612,23-Jan-22,,Production Technician I,Trevor Rodriguez,NEL,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Technician,PIP,4
3613,24-Feb-19,,Production Technician I,Jason Owens,PL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Laborer,Exceeds,1
3614,08-Jan-20,02-Jul-21,Production Technician I,Clifford Martinez,BPC,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,Field Project Manager,Fully Meets,2
3615,13-May-21,22-Sep-22,Production Technician I,Lee Hudson,CCDR,Future Start,Full-Time,Zone B,Part-Time,Production       ,General - Con,Manager,Exceeds,2
3616,12-Feb-22,,Production Technician I,Allison Tran,SVG,Active,Contract,Zone C,Full-Time,Production       ,General - Con,Laborer,Fully Meets,4
3617,01-Feb-23,,Production Technician I,Pamela Johnson,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Wireline Construction,Splicer,Fully Meets,1
3618,04-Feb-23,,Production Technician I,Erin Harris,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Splicing,Splicer,Fully Meets,3
3619,23-Mar-23,01-May-23,Production Technician I,Robert Wright,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Technician,Fully Meets,3
3620,22-Mar-23,14-Jul-23,Production Technician I,Mr. Nicholas Austin,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,General - Eng,Specialist,Fully Meets,2
3621,28-Nov-18,,Production Technician I,Natalie Cannon,WBL,Active,Contract,Zone A,Full-Time,Production       ,Wireless,Laborer,Fully Meets,2
3622,09-Jul-20,10-Jul-21,Production Technician II,Christopher Ayers,SVG,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
3623,11-Feb-19,,Production Technician II,Elizabeth Burton,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Engineers,Engineer,Fully Meets,3
3624,09-Jan-20,,Production Technician II,Timothy Curtis,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Technology / It,Engineer,Fully Meets,4
3625,11-Nov-21,31-Jul-22,Production Technician II,Tammy Navarro,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Production       ,Engineers,Engineer,Fully Meets,5
3626,15-May-21,,Production Technician II,Natalie Baker,PYZ,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Foreman,Fully Meets,2
3627,21-Aug-19,28-Oct-22,Production Technician II,Jesse Wilson,WBL,Voluntarily Terminated,Contract,Zone C,Full-Time,Production       ,Field Operations,Supervisor,Fully Meets,3
3628,18-Sep-20,,Production Technician II,Megan Small,NEL,Active,Contract,Zone B,Part-Time,Production       ,Engineers,Technician,Fully Meets,3
3629,27-Aug-22,03-Dec-22,Production Technician I,Dr. David Austin Jr.,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,5
3630,23-Feb-19,,Production Technician I,Scott Davis,MSC,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,5
3631,08-Aug-22,25-Oct-22,Production Technician I,Kristin Salinas,EW,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,Apprentice,Fully Meets,3
3632,24-Sep-22,24-Oct-22,Production Technician I,Bridget Jones,CCDR,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Foreman,Fully Meets,3
3633,21-Mar-22,,Production Technician I,Melissa Wilkinson,BPC,Active,Contract,Zone B,Temporary,Production       ,Aerial,Laborer,Fully Meets,5
3634,23-Jun-23,26-Jul-23,Production Technician I,Eric Cunningham,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,Supervisor,Fully Meets,5
3635,26-Oct-20,,Production Technician I,Stephen Barron,WBL,Active,Part-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),Runner,Fully Meets,4
3636,29-Jan-20,,Production Technician I,Jennifer Soto,NEL,Active,Contract,Zone B,Temporary,Production       ,Catv,Supervisor,Fully Meets,3
3637,23-Apr-22,,Production Technician I,John Jones,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,Engineer,Fully Meets,3
3638,15-Jun-23,,Production Technician I,Ernest Evans,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Inspector,Fully Meets,3
3639,19-Sep-19,14-Apr-20,Production Technician I,Mark Knight,CCDR,Future Start,Contract,Zone C,Full-Time,Production       ,Field Operations,Runner,Fully Meets,3
3640,07-Jan-23,,Production Technician I,Gina Leon,SVG,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Foreman,Fully Meets,3
3641,07-Feb-20,01-May-21,Production Technician I,Eric Michael,EW,Future Start,Contract,Zone B,Full-Time,Production       ,General - Con,Operator,Fully Meets,3
3642,29-Apr-20,12-Nov-21,Production Technician I,Alexandra Martin,MSC,Future Start,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
3643,16-Apr-20,,Production Technician I,Eric Calderon,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,Laborer,Fully Meets,3
3644,16-Jun-22,,Production Technician I,Thomas Jones,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
3645,22-Jul-19,,Production Technician I,Bridget Mills,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Technician,Fully Meets,3
3646,22-Apr-23,,Production Technician II,Sara Bullock,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,Splicer,Fully Meets,3
3647,28-Dec-20,30-Jan-21,Production Technician II,Craig Leblanc,EW,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Production       ,Engineers,Engineer,Fully Meets,3
3648,23-Feb-22,,Production Technician II,Peter Smith,MSC,Active,Contract,Zone A,Full-Time,Production       ,Aerial,Lineman,Exceeds,4
3649,13-Aug-22,,Production Technician II,Stephen Green,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Technician,Exceeds,4
3650,03-Oct-19,28-Feb-22,Production Technician II,Jason Jenkins,PYZ,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
3651,14-Oct-19,,Production Technician II,Chad Jones,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,Lineman,Fully Meets,3
3652,30-Aug-19,27-Aug-22,Production Technician I,Victoria Maldonado,NEL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Supervisor,Fully Meets,3
3653,04-Feb-21,30-Jul-23,Production Technician I,William Watson,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Production       ,General - Con,Foreman,Exceeds,3
3654,23-Nov-22,,Production Technician I,Jody Cox,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Aerial,Lineman,Exceeds,4
3655,25-Feb-23,,Production Technician I,Shelia Good,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,Engineer,Fully Meets,3
3656,15-Dec-19,,Production Technician I,Darlene Green,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Underground,Laborer,Exceeds,5
3657,29-Aug-21,,Production Technician I,Christine Mccarthy,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Flagger,Fully Meets,4
3658,04-Nov-22,07-Jul-23,Production Technician I,Thomas Jackson,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Con,Technician,Fully Meets,3
3659,02-Oct-19,13-Oct-19,Production Technician I,Eric Powell,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Engineer,Exceeds,1
3660,24-May-19,,Production Technician I,Joel Browning,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Supervisor,Exceeds,3
3661,28-Feb-22,05-Sep-22,Production Technician I,Denise Roman,MSC,Active,Contract,Zone C,Temporary,Production       ,Executive,Vp,Fully Meets,3
3662,13-Jun-23,,Production Technician I,Linda Cummings,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Wireline Construction,Laborer,Exceeds,2
3663,07-Oct-19,22-Jan-22,Production Technician I,Sean Kennedy,PL,Future Start,Part-Time,Zone B,Full-Time,Production       ,General - Con,Foreman,Exceeds,3
3664,06-Oct-20,12-Jan-22,Production Technician I,Robert Reid,PYZ,Future Start,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Locator,Fully Meets,3
3665,22-Nov-19,,Production Technician I,Lucas Morse,SVG,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Field Technician,Fully Meets,3
3666,29-Apr-22,21-Jan-23,Production Technician I,Melissa Shaw,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
3667,11-Dec-22,28-Apr-23,Production Technician I,Brooke Meyer,WBL,Active,Part-Time,Zone B,Temporary,Production       ,Billable Consultants,Technician,Fully Meets,3
3668,06-Aug-23,06-Aug-23,Production Technician I,Christopher Clark,BPC,Active,Full-Time,Zone C,Full-Time,Production       ,Underground,Operator,Needs Improvement,3
3669,28-Mar-20,12-Mar-23,Production Technician I,Joshua Francis,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Production       ,Finance & Accounting,Clerk,Fully Meets,3
3670,11-Aug-22,27-Mar-23,Production Technician II,Walter Shaw,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Billable Consultants,Engineer,Needs Improvement,3
3671,26-Jan-23,19-Jun-23,Production Technician II,Alexander Roberts,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Production       ,Splicing,Splicer,Needs Improvement,3
3672,14-Jan-19,,Production Technician II,Aaron Holland,MSC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,Foreman,Fully Meets,3
3673,11-Jun-22,10-Jan-23,Production Technician II,Casey Morris,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,People Services,Manager,Fully Meets,3
3674,25-Jun-20,02-Mar-22,Production Technician II,Sarah Williamson,BPC,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Production       ,Engineers,Engineer,Fully Meets,3
3675,08-Jun-20,29-Dec-22,Production Technician II,Melissa Torres,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Engineers,Technician,Fully Meets,3
3676,29-Aug-18,,Production Technician I,Craig Hawkins,BPC,Active,Contract,Zone B,Part-Time,Production       ,Yard (Material Handling),Associate,Fully Meets,3
3677,01-Oct-22,,Production Technician I,Matthew Hughes,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Supervisor,Fully Meets,3
3678,22-Jul-21,,Production Technician I,Chad Ramirez,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,General - Eng,Drafter,Fully Meets,3
3679,14-Dec-19,,Production Technician I,Erica Moore,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,Engineer,Fully Meets,3
3680,27-Mar-20,,Production Technician I,Felicia Ashley,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Underground,Operator,Fully Meets,3
3681,25-Nov-21,,Production Technician I,James Williams,TNS,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,Project Manager,Fully Meets,3
3682,08-Jul-23,,Production Technician I,Michael Diaz MD,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,Technician,Fully Meets,4
3683,02-Nov-21,11-Dec-21,Production Technician I,Mackenzie Porter,WBL,Active,Part-Time,Zone C,Temporary,Production       ,Finance & Accounting,Administration,Fully Meets,3
3684,01-Dec-19,25-Dec-22,Production Technician I,Robert Simmons,NEL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Technician,Fully Meets,3
3685,16-Aug-22,10-Nov-22,Production Technician I,Jordan Harrison,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,Coordinator,Fully Meets,3
3686,25-Apr-21,12-Dec-22,Production Technician I,Jesse Farmer,BPC,Future Start,Part-Time,Zone A,Full-Time,Production       ,Engineers,Director,Exceeds,1
3687,17-May-19,,Production Technician I,Brianna Blake,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,Supervisor,Exceeds,1
3688,04-May-19,03-Aug-21,Production Technician I,Kathleen Clark,SVG,Future Start,Contract,Zone B,Full-Time,Production       ,Wireline Construction,Manager,Exceeds,3
3689,16-Jul-21,,Production Technician I,Jonathan Gutierrez,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Laborer,Exceeds,3
3690,04-Aug-20,27-Feb-21,Production Technician I,Adam Barber,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),Laborer,Needs Improvement,3
3691,23-Nov-20,,Production Technician I,David Valenzuela,TNS,Active,Part-Time,Zone C,Full-Time,Production       ,Finance & Accounting,Manager,Needs Improvement,1
3692,11-Nov-19,,Production Technician I,Lisa Jordan,PYZ,Active,Full-Time,Zone B,Part-Time,Production       ,Aerial,Lineman,Needs Improvement,3
3693,20-May-19,30-Aug-20,Production Technician II,Alexa Smith,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Project Management - Con,Field Project Manager,Exceeds,2
3694,05-Nov-19,16-Apr-22,Production Technician II,Sue Harper,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Specialist,PIP,4
3695,20-Sep-18,04-Feb-21,Production Technician II,Savannah Schneider,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Production       ,Catv,Laborer,PIP,4
3696,02-Sep-20,26-May-23,Production Technician II,Chase Ramirez,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Production       ,Wireless,Foreman,PIP,3
3697,28-Jun-20,,Production Technician II,Connor Galloway,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Technician,PIP,4
3698,22-Mar-23,30-May-23,Production Technician II,Savannah Weber,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,Foreman,PIP,3
3699,30-Aug-22,20-Sep-22,Production Technician I,Justin Harris,PYZ,Voluntarily Terminated,Part-Time,Zone B,Temporary,Production       ,Engineers,Engineer,PIP,2
3700,24-Oct-19,,Production Technician I,Wendy Rogers,PL,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,Supervisor,PIP,1
3701,09-Nov-19,,Production Technician I,Bryan Greer,NEL,Active,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),Mechanic,PIP,2
3702,13-Jul-19,,Production Technician I,David Brown,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,Aerial,Foreman,Exceeds,3
3703,31-Aug-20,26-Jun-22,Production Technician I,Cory Lee,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Engineers,Engineer,Exceeds,4
3704,25-Jan-19,26-Oct-21,Production Technician I,April Stevens,CCDR,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Associate,Exceeds,5
3705,21-Nov-20,09-Apr-23,Production Technician I,Bridget Little,BPC,Active,Full-Time,Zone A,Part-Time,Production       ,General - Sga,Vp,Exceeds,3
3706,23-Sep-19,,Production Technician I,Lisa Hamilton,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Exceeds,3
3707,11-Dec-22,,Production Technician I,Kenneth Keller,TNS,Active,Contract,Zone B,Temporary,Production       ,Engineers,Manager,Exceeds,3
3708,21-Aug-20,20-Sep-22,Production Technician I,Morgan Smith,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Fielders,Engineer,Exceeds,4
3709,04-Feb-19,17-Apr-23,Production Technician I,Donald Powell,PYZ,Active,Full-Time,Zone C,Part-Time,Production       ,Splicing,Splicer,Exceeds,5
3710,29-Oct-21,,Production Technician I,Rebecca Henderson,PL,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,Foreman,Exceeds,1
3711,17-Jul-21,,Production Technician I,David Bowman,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Finance & Accounting,Administrative,Needs Improvement,1
3712,28-Apr-19,01-Sep-22,Production Technician I,Christopher Robertson,MSC,Future Start,Part-Time,Zone C,Temporary,Production       ,Field Operations,Technician,Needs Improvement,5
3713,21-Jul-20,,Production Technician I,Michelle Miller,EW,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,Administrator,Fully Meets,3
3714,19-Jan-20,,Production Technician I,Kyle Turner,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,4
3715,12-Sep-21,,Production Technician I,Dawn Mendoza,BPC,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,Coordinator,Fully Meets,4
3716,31-Jul-22,18-Feb-23,Production Technician II,David Goodman,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Production       ,General - Con,Laborer,Fully Meets,1
3717,18-May-23,,Production Technician II,Samuel Turner,EW,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Specialist,Fully Meets,2
3718,25-May-21,22-Oct-21,Production Technician II,Claudia White,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Production       ,Field Operations,Driver,Fully Meets,4
3719,22-Jul-22,,Production Technician II,David Ward,TNS,Active,Contract,Zone B,Full-Time,Production       ,Underground,Laborer,Fully Meets,3
3720,23-May-19,12-Sep-20,Production Technician II,Andrew Schneider,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
3721,12-Feb-20,07-Apr-20,Production Technician I,Loretta Gonzalez,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Fielders,Engineer,Fully Meets,2
3722,16-Feb-20,09-Jan-22,Production Technician I,Alice Key,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,2
3723,29-Apr-22,16-Jul-22,Production Technician I,Ryan Downs,BPC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Production       ,Wireline Construction,Laborer,Fully Meets,3
3724,10-Oct-19,30-Oct-21,Production Technician I,Alyssa Johnson,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Production       ,Field Operations,Laborer,Fully Meets,4
3725,07-Apr-19,09-Jul-23,Production Technician I,Stephanie Patterson,SVG,Active,Contract,Zone B,Part-Time,Production       ,Aerial,Lineman,Fully Meets,1
3726,13-Jul-20,18-Sep-21,Production Technician I,Sandra Richardson,EW,Active,Contract,Zone A,Full-Time,Production       ,General - Con,Lineman,Fully Meets,4
3727,26-Aug-21,,Production Technician I,Courtney Garcia,MSC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Supervisor,Fully Meets,3
3728,23-Dec-21,,Production Technician I,Tamara Grant,TNS,Active,Contract,Zone A,Part-Time,Production       ,Splicing,Laborer,Fully Meets,5
3729,08-Dec-22,04-Jul-23,Production Technician I,Natasha Spears,BPC,Active,Contract,Zone B,Part-Time,Production       ,Wireline Construction,Supervisor,Fully Meets,3
