title,author,date
Webinar Replay – Beyond Earth: Blueprint for Small Medium Business (SMB) Innovation,SpaceNews Editor,"March 14, 2024"
FCC approves direct-to-smartphone regulatory framework,Jason Rainbow,"March 14, 2024"
Sierra Space developing dual-use spacecraft with military potential,Sandra Erwin,"March 14, 2024"
Starship lifts off on third test flight,Jeff Foust,"March 14, 2024"
Terran Orbital announces plans to produce small satellites for geostationary orbit,Sandra Erwin,"March 14, 2024"
Surprise Chinese lunar mission hit by launch anomaly,Andrew Jones,"March 14, 2024"
NASA restructures Earth System Observatory to reduce costs,Jeff Foust,"March 13, 2024"
Space Force selects startup Defense Unicorns to update software at launch ranges,Sandra Erwin,"March 13, 2024"
Omnispace to test direct-to-smartphone LEO plans with Africa’s biggest telco,Jason Rainbow,"March 13, 2024"
Space Development Agency marks five-year milestone,Sandra Erwin,"March 13, 2024"
Satellite firms forge unlikely alliances to create seamless multi-orbit networks,Sandra Erwin,"March 13, 2024"
FAA requests large funding increase for commercial space office,Jeff Foust,"March 13, 2024"
First Kairos rocket explodes seconds after liftoff,Jeff Foust,"March 13, 2024"
Third satellite-carrying transatlantic Beluga flight lands in Florida,Jason Rainbow,"March 12, 2024"
Japan creates multibillion-dollar space strategic fund to boost space industry,Andrew Jones,"March 12, 2024"
Rocket Lab launches Synspective radar imaging satellite,Jeff Foust,"March 12, 2024"
Army extends Maxar’s contract for 3D terrain models,Sandra Erwin,"March 12, 2024"
Crew-7 returns to Earth,Jeff Foust,"March 12, 2024"
Earth observation camera maker raises $15 million for European expansion,Jason Rainbow,"March 12, 2024"
SpaceX gets E-band radio waves to boost Starlink broadband,Jason Rainbow,"March 11, 2024"
NASA says spending caps force “hard choices” for its 2025 budget,Jeff Foust,"March 11, 2024"
Dawn of the multi-orbit era,Jason Rainbow,"March 11, 2024"
Kymeta brings in new leadership amid multi-orbit antenna launch,Jason Rainbow,"March 11, 2024"
Space Force budget holding steady amid Pentagon’s fiscal constraints,Sandra Erwin,"March 11, 2024"
DoD unveils investment strategy for its Office of Strategic Capital,Sandra Erwin,"March 11, 2024"
Buy Before Build: SSC’s Commercial Space Office seeks to disrupt business as usual,Debra Werner,"March 11, 2024"
"Space loves AI, AI doesn’t love Space",Debra Werner,"March 11, 2024"
Phantom closes bridge funding round,Debra Werner,"March 11, 2024"
SAIC scores $444 million contract to upgrade data systems at U.S. space launch sites,Sandra Erwin,"March 11, 2024"
Stratolaunch performs first powered Talon flight,Jeff Foust,"March 9, 2024"
Ursa Major’s Hadley rocket engine flies for the first time,Sandra Erwin,"March 9, 2024"
"Congress passes final fiscal year 2024 spending bill for NASA, NOAA and FAA",Jeff Foust,"March 9, 2024"
BlackSky secures back-to-back U.S. Air Force contracts,Sandra Erwin,"March 9, 2024"
ISS schedule conflicts delay Starliner crewed test flight to May,Jeff Foust,"March 8, 2024"
"China targets 2030 for Mars sample return mission, potential landing areas revealed",Andrew Jones,"March 8, 2024"
Blue Origin aims to launch first lunar lander in 2025,Jeff Foust,"March 8, 2024"
Slingshot Aerospace sets up UK base for global expansion,Jason Rainbow,"March 7, 2024"
Astra agrees to go private,Jeff Foust,"March 7, 2024"
Office of Space Commerce considers restoring orbital debris regulations for commercial remote sensing licensees,Jeff Foust,"March 7, 2024"
Italian space startup Kurs Orbital raises $4 million in seed funding,Sandra Erwin,"March 7, 2024"
Iceye launches radar satellite service to monitor the high seas,Sandra Erwin,"March 7, 2024"
SpaceX adds tests to next Starship flight,Jeff Foust,"March 6, 2024"
New congressional caucus seeks to build support for NASA’s planetary science programs,Jeff Foust,"March 6, 2024"
Planet Labs gets U.S. Navy contract for maritime surveillance in the Pacific,Sandra Erwin,"March 6, 2024"
Rhea Space Activity to fly navigation payloads on lunar lander mission,Jeff Foust,"March 6, 2024"
Thaicom orders small GEO satellite from Astranis for a launch in 2025,Jason Rainbow,"March 6, 2024"
China outlines position on use of space resources,Andrew Jones,"March 6, 2024"
Exotrail deploys first satellite from orbital transfer vehicle,Jeff Foust,"March 6, 2024"
Satellite connectivity backups put to use over Red Sea,Jason Rainbow,"March 5, 2024"
First Apex spacecraft working well after launch,Jeff Foust,"March 5, 2024"
Agile Space wins contract for deployable satellite processing unit,Sandra Erwin,"March 5, 2024"
U.S. general warns of Russia’s enduring space threat despite Ukraine woes,Sandra Erwin,"March 5, 2024"
Space Force’s weather-imaging mission takes flight again after initial setback,Sandra Erwin,"March 5, 2024"
Terran Orbital wins $15 million contract for U.S. Space Force satellite experiments,Sandra Erwin,"March 5, 2024"
China to debut large reusable rockets in 2025 and 2026,Andrew Jones,"March 5, 2024"
SpaceX launches tenth Transporter rideshare mission,Jeff Foust,"March 5, 2024"
NASA studies to examine commercial partnerships for Mars exploration,Jeff Foust,"March 5, 2024"
L3Harris’ sensor satellite for medium Earth orbit constellation passes review,Sandra Erwin,"March 4, 2024"
Iridium to take over GPS backup provider for $115 million,Jason Rainbow,"March 4, 2024"
BlackSky wins defense contract to supply satellite data to train AI models,Sandra Erwin,"March 4, 2024"
"Space Force eyes smaller, cheaper GPS satellites to augment constellation",Sandra Erwin,"March 4, 2024"
Astra warns of liquidation if proposal to go private falls through,Jeff Foust,"March 4, 2024"
Crew-8 launches to space station,Jeff Foust,"March 3, 2024"
Final NASA 2024 spending bill defers decision on MSR funding,Jeff Foust,"March 3, 2024"
NASA studying issues with Orion hatch design,Jeff Foust,"March 2, 2024"
Lockheed Martin offers to acquire Terran Orbital,Jeff Foust,"March 1, 2024"
NASA cancels OSAM-1 satellite servicing technology mission,Jeff Foust,"March 1, 2024"
Boeing gets $439 million contract for U.S. military communications satellite,Sandra Erwin,"March 1, 2024"
"MSR problems illustrative of challenges for NASA flagship missions, audit concludes",Jeff Foust,"March 1, 2024"
Viasat links up with Northrop Grumman for Air Force communications experiment,Sandra Erwin,"February 29, 2024"
Constellation primetime is MDA’s time to prime,Jason Rainbow,"February 29, 2024"
Space Force general warns of ‘window of vulnerability’ in satellite defense,Sandra Erwin,"February 29, 2024"
China launches first high orbit internet satellite,Andrew Jones,"February 29, 2024"
NASA monitoring increased leak in Russian ISS module,Jeff Foust,"February 29, 2024"
"India targets uncrewed Gaganyaan orbital test mission in July, crewed flight in 2025",Andrew Jones,"February 29, 2024"
Elve raises $15 million to speed up manufacturing of millimeter-wave amplifiers,Debra Werner,"February 29, 2024"
Intuitive Machines and NASA call IM-1 lunar lander a success as mission winds down,Jeff Foust,"February 28, 2024"
Space Force top buyer keenly watching ULA and Blue Origin: ‘They need to scale’,Sandra Erwin,"February 28, 2024"
Legislation would make spaceports eligible for tax-exempt bonds,Jeff Foust,"February 28, 2024"
Virgin Galactic expects no delay to next suborbital flight,Jeff Foust,"February 28, 2024"
Rocket Lab pushing for first Neutron launch in 2024,Jeff Foust,"February 28, 2024"
Astra founders reduce offer to take company private,Jeff Foust,"February 27, 2024"
Space Force to lean on private sector for space tracking data,Sandra Erwin,"February 27, 2024"
Astranis relocating hobbled debut satellite from Alaska to Asia,Jason Rainbow,"February 27, 2024"
Northrop Grumman warns space sector employees of potential layoffs,Sandra Erwin,"February 27, 2024"
Redwire opens new facility in Virginia to support national security programs,Sandra Erwin,"February 27, 2024"
FAA closes investigation into second Starship test flight,Jeff Foust,"February 27, 2024"
Investors inject $92 million into French maritime surveillance constellation,Jason Rainbow,"February 27, 2024"
Intuitive Machines expects early end to IM-1 lunar lander mission,Jeff Foust,"February 26, 2024"
Tony Frazier takes the helm at LeoLabs,Debra Werner,"February 26, 2024"
Crew-8 set for March 1 launch to space station,Jeff Foust,"February 26, 2024"
China’s 2024 space plans include 100 launches and moon sample return mission,Andrew Jones,"February 26, 2024"
Space Force bucks fixed-price trend for nuclear command satellites ,Sandra Erwin,"February 26, 2024"
Japan’s SLIM moon lander stages unexpected revival after lunar night,Andrew Jones,"February 26, 2024"
FAA commercial human spaceflight regulatory learning period nears expiration,Jeff Foust,"February 24, 2024"
Space industry seeks clarity on defense market plans,Sandra Erwin,"February 24, 2024"
Government contracts spur growth for Relative Dynamics,Debra Werner,"February 23, 2024"
IM-1 lunar lander tipped over on its side,Jeff Foust,"February 23, 2024"
Flawless Photonics Kicking Glass,Debra Werner,"February 23, 2024"
FAA to establish committee to refine launch licensing regulations,Jeff Foust,"February 23, 2024"
Webinar Replay: Automating for SmallSat Success,SpaceNews Editor,"February 23, 2024"
China launches classified military satellite towards geostationary belt,Andrew Jones,"February 23, 2024"
Intuitive Machines lands on the moon,Jeff Foust,"February 22, 2024"
Avanti to integrate Telesat Lightspeed LEO broadband services,Jason Rainbow,"February 22, 2024"
NGA goes big on commercial satellite data with $290 million ‘Luno’ program ,Sandra Erwin,"February 22, 2024"
Portuguese startup gets funds to develop hosted payload connectivity network,Jason Rainbow,"February 22, 2024"
Vast seeks to bid on future ISS private astronaut missions,Jeff Foust,"February 22, 2024"
Varda capsule lands in Utah,Jeff Foust,"February 22, 2024"
US finalizes proposed direct-to-smartphone regulatory framework,Jason Rainbow,"February 21, 2024"
IM-1 lander enters lunar orbit,Jeff Foust,"February 21, 2024"
Former U.S. Space Force chief Jay Raymond joins board of directors of Impulse Space,Sandra Erwin,"February 21, 2024"
Hughes’ networking software selected for Air Force satellite internet experiment,Sandra Erwin,"February 21, 2024"
Impending European satellite reentry highlights debris mitigation challenges,Jeff Foust,"February 20, 2024"
Software problem blamed for Firefly Alpha mishap,Jeff Foust,"February 20, 2024"
Unseenlabs books SpaceX to expand maritime surveillance constellation,Jason Rainbow,"February 20, 2024"
Chinese rocket engine startup Space Circling secures funding,Andrew Jones,"February 20, 2024"
U.N. committee to take up issue of satellite interference with astronomy,Jeff Foust,"February 20, 2024"
Airbus takes charges on satellite programs,Jeff Foust,"February 20, 2024"
The race to back up vulnerable GPS,Sandra Erwin,"February 20, 2024"
UK selects vendors to develop ground systems for military constellation,Sandra Erwin,"February 19, 2024"
Stormy weather over NOAA’s commitment issues,Debra Werner,"February 19, 2024"
Launch vehicle startup Gilmour Space raises $36 million,Debra Werner,"February 19, 2024"
IM-1 mission on course for the moon after engine test,Jeff Foust,"February 19, 2024"
Electron launches Astroscale inspection satellite,Jeff Foust,"February 18, 2024"
AI company developing software to detect hypersonic missiles from space,Sandra Erwin,"February 18, 2024"
Space Force to study Cape Canaveral launch sites for Starship,Jeff Foust,"February 17, 2024"
India launches INSAT-3DS meteorological satellite with GSLV rocket,Andrew Jones,"February 17, 2024"
H3 reaches orbit on second launch,Jeff Foust,"February 16, 2024"
Thales Alenia Space to supply NEO Surveyor communications equipment,Debra Werner,"February 16, 2024"
Eutelsat scales back OneWeb Gen 2 upgrade plan,Jason Rainbow,"February 16, 2024"
Lockheed Martin ramping up small satellite production,Sandra Erwin,"February 16, 2024"
Viasat completes first broadband upgrade on military sealift fleet,Sandra Erwin,"February 16, 2024"
Uruguay signs Artemis Accords,Jeff Foust,"February 16, 2024"
India targets a surge in civil and commercial launches,Andrew Jones,"February 16, 2024"
Iridium adds five years to constellation lifetime estimate,Jason Rainbow,"February 15, 2024"
"Industry seeks more resources, policy changes to support transition from ISS to commercial space stations",Jeff Foust,"February 15, 2024"
"White House confirms it has intelligence on Russia’s anti-satellite weapon, but says no immediate threat",Sandra Erwin,"February 15, 2024"
Falcon 9 launches first Intuitive Machines lunar lander,Jeff Foust,"February 15, 2024"
NASA selects ultraviolet astronomy mission but delays its launch two years,Jeff Foust,"February 14, 2024"
Varda gets reentry license for space manufacturing capsule,Jeff Foust,"February 14, 2024"
SpaceX launches U.S. missile-defense satellites,Sandra Erwin,"February 14, 2024"
Startup pitches AI tool to prevent Pentagon procurement blunders,Sandra Erwin,"February 14, 2024"
Chinese launch startup Orienspace secures $83.5 million,Andrew Jones,"February 14, 2024"
BAE Systems wins approval for Ball Aerospace acquisition,Jeff Foust,"February 14, 2024"
Fueling issue delays Intuitive Machines lunar lander launch,Jeff Foust,"February 14, 2024"
Space Force continues to tweak plan to partner with commercial industry,Sandra Erwin,"February 13, 2024"
